tableName,seriesName,label,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
AGR_CO2N_Price,ENV-CO2,MEUR/kt,0.0,0.0,0.0,0.431166380324951,0.448413035539004,0.466349556502768,0.485003538762878,0.504403680313393,0.372581368956523,0.387484623714784,0.402984008663375,0.419103369009909,0.435867503770306,0.0689169863136399,0.0716736657661857,0.0745406123968326,0.077522236892706,0.0806231263684153,0.0838480514231519,0.087201973480078,0.0906900524192811,0.0943176545160523,0.0980903606966894,0.102013975124562,0.106094534129545,0.110338315494726,0.114751848114515,0.119341922039095,0.124115598920659,0.129080222877485,0.134243431792584,0.139613169064289,0.145197695826859,0.222746050646954
AGR_FEC,AGRBDL,PJ,0.0,0.0037196772521269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27972787969717e-06,1.49432904679493e-06,4.79496228766975e-05
AGR_FEC,AGRBIO,PJ,0.0349059132954614,0.0018883086017697,0.0,0.0253585205454844,0.0,0.0,0.0,0.0,0.0,0.0,0.452285575939017,0.477753504802379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81367396716555e-06
AGR_FEC,AGRDST,PJ,8.5,8.7,8.5,8.5,12.1,9.23374823366327,9.14747979638164,9.06168237205484,8.9857072474193,8.91002956031161,9.28356753980072,9.19154565758739,8.46004336905233,8.45097874017479,8.44183677130244,8.43262037661643,8.42332824571055,8.41061386111893,8.386167246779,8.36384736483917,8.34151818510093,8.31917892036576,8.29682892348802,8.27457829713026,8.25231265620088,8.23003155538037,8.2077343849114,8.18542056408464,8.16369341480297,8.14193540454573,8.12014638360911,8.09832449216346,8.07647160867537,8.07642218845753
AGR_FEC,AGRELC,PJ,2.099999999957324,1.9999999999596207,2.099999999950427,1.9999999999527724,1.8999999999502584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8973787486635825,1.8894856909165527,1.881598985736011,1.873714815770757,1.8658332585139994,1.8572154393608848,1.8460387972204568,1.8353691441084927,1.8247346766575063,1.8141351616040224,1.8035703601647333,1.7930640296363733,1.7825913124086963,1.7721520497611023,1.7617458158843455,1.7513726772828477,1.7411612929309335,1.7309790938629124,1.7208259622120115,1.7107048873489785,1.7006102037577735,1.7006056643346492
AGR_FEC,AGRGAS,PJ,0.150016263018088,0.0071837898063728,0.159316072453979,0.0790390880877799,0.0,0.860561846215184,0.868326762806118,0.876016799384897,0.884542980467225,0.89300792579811,0.0002086634256024,2.15486064645857e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGR_FEC,AGRGEO,PJ,0.0,0.0001062466892641,0.0,0.0017094774248863,0.0,0.0241813778036111,0.0271021009693599,0.0300004208450597,0.0329099954916616,0.0358041564340293,0.0386819436333486,0.0415434295011863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGR_FEC,AGRLPG,PJ,0.0439154078972259,0.002300596206706,0.0552877520845332,0.0294900494057016,0.0,0.364235190821823,0.38846605746967,0.412507985059413,0.436815752804577,0.460985539918939,0.48501734140175,0.508911213307161,0.0,1.41487166268928e-06,1.38104281668652e-06,1.38323877243696e-06,1.37150938837205e-06,1.34737262509914e-06,1.3779479246761e-06,1.39525460785538e-06,1.41269210336783e-06,1.45782432496284e-06,1.49339571620366e-06,1.55160635604369e-06,1.6212195482118e-06,1.71447023445759e-06,2.06926267898187e-06,2.46227365144594e-06,2.88098312570011e-06,3.37710185481104e-06,4.00025705012311e-06,2.10372354072833e-06,2.7030824122546e-06,7.45259958241842e-06
AGR_FEC,AGRSOL,PJ,0.0,0.0004254047876389,0.0,0.0068381876667967,0.0,0.096726197706855,0.108409005777626,0.120002221945468,0.131642383277283,0.143218335549282,0.154729117282747,0.166174831228353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND-CAF_FEC,INDBGS,PJ,0.0,0.0,0.015546996898515422,0.0,0.22760088674531473,0.0,0.30657410592865314,0.4058524976038458,0.5342093266289778,0.5342092429252595,0.534209348663466,0.4755929266455245,0.5342092443996762,0.3656772899638277,0.30166930608036185,0.3970637702644857,0.0,0.16279026787140236,0.3782491042957582,0.15772884562995312,0.1577285964528831,0.1577285836514764,0.1577282741706393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
